company name,company address,company url,specialization,nature of work,country,city
NanoWin Technology Co.LTD,"No.1 Bengong East 1st Rd. Gangshan Bengong Industrial Park, Kaoshiung County 820,Taiwan ROC",http://www.nanowin.com,Electrical & Electronic,subprof,Taiwan,Kaoshiung
New Zealand Starch Ltd,"319 Church Street,Onehunga",http://www.nzstarch.co.nz/,Chemical & Materials,subprof,New Zealand,Auckland
Nextwindow Ltd,"13-15 College Hill Road, Auckland 1142",,Civil,"general,subprof",New Zealand,Auckland
Noble Engineering Services Ltd,"69 Morrin Road, Panmure, Auckland",,"Engineering Science,Biomedical",general,New Zealand,Auckland
Marley New Zealand Limited,"32 Mahia Road,Manurewa,Auckland",http://www.marley.co.nz,General,general,New Zealand,Auckland
Materials optimization,"132 Horseshoe Bush Road,P.O. Box 408,Dairy Flat,Silverdale,Auckland",http://www.matopt.com/,Chemical & Materials,subprof,New Zealand,Auckland
Unique Bldg. Cont. Co. (LLC),"P.O.Box 38782,Sharjah",,Civil,"general,subprof",United Arab Emirates,Sharjah
Chambers Consultants,39 East Tamaki road Papatoetoe,,Civil,"general,subprof",New Zealand,Auckland
Grayson Engineering Ltd,"25 Langley Road,
Wiri,
Manukau City",http://www.grayson-engineering.co.nz,Mechanical,general,New Zealand,Auckland
Telephony Video Data Limited,"The Stables,2 Collingwood St,Ponsonby,Auckland",http://www.tvd.co.nz/,Computer System,subprof,New Zealand,Auckland
The University of Melbourne,"Department of Civil & Environmental Engineering,University of Melbourne,Vic 3010, Australia",http://www.civeng.unimelb.edu.au,"Civil,Electrical & Electronic",subprof,Australia,Victoria
Save Zone Limited,1C/89 Ellice Rd. Glenfield Auckland,http://www.bidetworld.co.nz,Computer System,general,New Zealand,Auckland
Argenta,"2 sterling avenue, manurewa",http://www.argenta.co.nz/company.htm,Mechatronics,subprof,New Zealand,Auckland
Fonterra Hautapu,"Victoria Rd, Hautapu,Cambridge",,General,"general,subprof",New Zealand,Cambridge
Argenta Manufacturing Limited,"2 Sterling Avenue, Manurewa",http://www.argenta.co.nz,Mechatronics,subprof,New Zealand,Auckland
Senztek,"1/41 Lansford Crescent, Avondale Auckland 0600, New Zealand",http://www.senztek.com/location.html,Mechatronics,general,New Zealand,Auckland
2 Way Industries Ltd,"6 Riverbank Road,New Lynn,Auckland",http://www.2way.co.nz/,Mechatronics,general,New Zealand,Auckland
Altitude Aerospace Interiors Ltd,"Ground Floor,Isitt House,1 Leonard Isitt Drive,Mangere,Auckland",http://www.altitude-ai.com/default2.htm,Mechatronics,"general,subprof",New Zealand,Auckland
Abel Solutions Ltd,"Level 1,706 Great South Rd,Penrose,Auckland",http://www.abelsolutions.co.nz,Software,subprof,New Zealand,Auckland
CLC Consulting Group,"4 Johns Lane,Pakuranga,Auckland",http://www.clcgroup.co.nz/,Civil,"general,subprof",New Zealand,Auckland
NZ Fresh Cuts Ltd,"22 Bell Avenue,Otahuhu,Auckland",http://www.nzfreshcuts.co.nz/,Computer System,general,New Zealand,Auckland
JK Civil Contracting Pty Ltd,"234 Fleming Road, Hemmant, QLD 4174, Australia",,Civil,"general,subprof",Australia,Queensland
SSR Ltd,"16 Gills Ave,Albany",,Electrical & Electronic,general,New Zealand,Auckland
Infortek,"234 Bush Rd, Albany",http://www.infortek.co.nz/,Software,"general,subprof",New Zealand,Auckland
Alchemy Systems Ltd,"64 Victoria Street,Onehunga,Auckland, 1643",,Electrical & Electronic,"general,subprof",New Zealand,Auckland
KGA GEOTECHNICAL LTD,"6 Omega Street, Albany",,"General,Civil",subprof,New Zealand,Auckland
"Korea Virtual Payment Co., LTD","4F Chungpung Eldg, 942-6, Daechi-dong, Gangnam-gu, Seoul, 135-845, South Korea",http://vpay.co.kr/,General,general,South Korea,Seoul
Coca Cola Liaoning (North) Beverages Limited,"No.1 8 jia No.7 street Shenyang Economic And Technological Development Zone, Shenyang city,110027 P.R.China",http://www.coca-cola.com.cn,Chemical & Materials,general,China,Shenyang
Scott Building Services,"3 Felstead Street,Birkenhead,North Shore",,Civil,general,New Zealand,Auckland
"Saegil Engineerng & Consulting CO., LTD.","Hyunmin Building, #65-3 Bangi-dong, Songpa-gu, Seoul, 138-828, South Korea",http://www.saegil.co.kr/,Civil,subprof,South Korea,Seoul
"Dale King Building Supplies, Placemakers","481 Pakuranga Road,Highland Park,Auckland,P.O Box 82208",http://www.placemakers.co.nz,Civil,general,New Zealand,Auckland
Wardrobes Direct Ltd,"100 Foundry Road,P.O. box 426,Silverdale, Auckland,New Zealand",http://www.wardrobesdirect.co.nz,Civil,general,New Zealand,Auckland
Life Furniture Ltd,"289 West Coast Road,Glen Eden,Auckland",http://www.lifefurniture.co.nz,Software,general,New Zealand,Auckland
Honeywell Ltd,"264 Mt Eden Road, Mt Eden, Auckland, NZ",http://www51.honeywell.com/honeywell/,Engineering Science,subprof,New Zealand,Auckland
Centre for Academic Development,"Private Bag 92019 - Auckland 1142 - New Zealand
Level 5, 76 Symonds Street",http://cad.auckland.ac.nz/,"Software,Computer System","general,subprof",New Zealand,Auckland
Carter Holt Harvey Whakatane Mill,"Mill Rd, Whakatane",,Electrical & Electronic,subprof,New Zealand,Auckland
Fixtronics New Zealand,"5 - 7 Paul Mathews Road,Albany,Auckland,New Zealand",http://www.fixtronics.co.nz/,Electrical & Electronic,"general,subprof",New Zealand,Auckland
Abernethy Contractors Limited,56 Hokonui Road,http://www.abernethycontractors.co.nz,Civil,"general,subprof",New Zealand,Auckland
Total Network Group Limited,"Level 2, 145 New North Road, Eden Terrace, Auckland",http://www.totalnetwork.co.nz,,general,New Zealand,Auckland
B & S NZ International Limited,"42 Sunderland Road,Half Moon Bay,Auckland",,Mechatronics,general,New Zealand,Auckland
ER construction,"2 Nicholls Ave,Petone,Wellington",,Civil,general,New Zealand,Wellington
Wherescape Ltd.,38 Wyndham Street. Auckland,http://www.wherescape.com,Software,"general,subprof",New Zealand,Auckland
INRO Technologies,"419 Church St. East, Penrose, Auckland",http://www.inro.co.nz/,"Software,Mechatronics","general,subprof",New Zealand,Auckland
LIJOU and Associates Consulting Engineers,"280, Sec 2, Fulin Rd, Cyonglin Township, Hsinchu County 307, Taiwan (R.O.C.)",http://www.lijou.com.tw,Civil,"general,subprof",Taiwan,Hsinchu
Metalskills,100 Lady Ruby Drive East Tamaki Manukau City Auckland,http://www.metalskillsltd.com/,Engineering Science,subprof,New Zealand,Auckland
Noble Engineering Limited,69 Morrin Road Tamaki Auckland City  Auckland 1072,,Engineering Science,"general,subprof",New Zealand,Auckland
Leighton Works,52 Wiri Station Road Manukau,,Civil,"general,subprof",New Zealand,Auckland
ISSA Furniture,"7 Burrett Avenue,Penrose,Auckland",http://www.issafurniture.co.nz,Mechatronics,general,New Zealand,Auckland
Fountain Service Station,"26 Kolmar Rd,Papatoetoe,Auckland",,Biomedical,general,New Zealand,Auckland
Advanced Pipeline Services Ltd,"146 Neilson Street, Onehunga, Auckland",http://www.adps.co.nz,Civil,"general,subprof",New Zealand,Auckland
RITES LIMITED,"Rites bhawan, No.1, sector-29, gurgaon-122001(India)",,Civil,general,India,Gurgaon
Eastland Network Ltd,172 Carnarvon St Gisborne,http://www.eastland.co.nz,Electrical & Electronic,"general,subprof",New Zealand,Gisborne
Endace Technology Ltd,"600 Great South Road,Ellerslie,Auckland,1051",http://www.endace.com,Software,"general,subprof",New Zealand,Auckland
EnableMe Limited,"Level 6, 110 Symonds Street,Auckland Central,Auckland",http://www.enableme.co.nz,Software,"general,subprof",New Zealand,Auckland
TranzEC Limited,"19 Denny Avenue, Mt. Roskill,Auckland 1041, New Zealand",,Mechanical,subprof,New Zealand,Auckland
BTW Company Ltd,"BTW Company Ltd,Cnr Courtenay & Eliot Streets,179 Courtenay Street,PO Box 551, New Plymouth 4340,Taranaki",http://www.btwcompany.co.nz/,Civil,general,New Zealand,New Plymouth
Sustainable Power Technologies Limited,"24, Balfour Road, Parnell, Auckland.",,Mechanical,"general,subprof",New Zealand,Auckland
Charisma Global Networks Limited,"302, Sun Silver Apartments, 4th Floor, Near Akota Garden, Productivity road, Vadodara 390 020, Gujarat, India.",http://www.charismacareer.com,Mechanical,subprof,India,Gujarat
Shenzhen Tenglitai Electronics,"Room 131 of Building B, Huaqiang Electronic World, Huaqiang Road, Shenzhen City, Guangdong Province, China",,Electrical & Electronic,"general,subprof",China,Shenzhen
Adhesive Technologies Ltd,"17 Corban Ave, Henderson, Auckland",http://adhesivetechnologies.co.nz/,Chemical & Materials,general,New Zealand,Auckland
Megazone North Shore,"3 Goldfield Lane,Glenfield,North Shore",,Mechanical,general,New Zealand,Auckland
Kum Fu Stainless Steel Kitchen Equipment Ltd.,"9B Andromeda Cres.,East Tamaki,Auckland",,Mechatronics,general,New Zealand,Auckland
MRCagney,"Level 2, Princes Court,2 Princes St, CBD",,"Civil,Engineering Science",subprof,New Zealand,Auckland
GMP Pharmaceuticals,"12 Averton Place, East Tamaki, Auckland",http://www.gmp.com.au/index.php,"Biomedical,Chemical & Materials,Computer System,General",general,New Zealand,Auckland
IRWIN INDUSTRIAL TOOLS LIMITED,"22 Hood St, Wellsford",http://www.irwin.com,Chemical & Materials,general,New Zealand,Wellsford
HALLIBURTON,"12th Floor, Lulu Center Building, Salam St, Abu Dhabi,P O Box 57, Abu Dhabi",http://www.lgc.com,Chemical & Materials,subprof,UAE,Abu Dhabi
Aspex Ltd,"74 Taylor Road,Waimauku,Auckland,0882",http://www.aspex.co.nz,Civil,general,New Zealand,Auckland
TMC Computer Ltd,"Unit 10,60 Constellation Drive,Mairangi Bay",,Civil,general,New Zealand,Auckland
Traffic Systems Ltd,"681E Rosebank Road,Avondale,Auckland",,Civil,subprof,New Zealand,Auckland
Phil Robertson Building Services,"422 Riddell Rd,Glendowie,Auckland",,Civil,general,New Zealand,Auckland
HIREPOOL NORTHSHORE LTD,"150 Wairau Road, Glenfield, Auckland 0627",http://www.hirepool.co.nz,Mechanical,general,New Zealand,Auckland
Joyce Constructions Ltd,"11A Norwood Rd,Bayswater",,Civil,general,New Zealand,Bayswater
WINSTONE WALL BOARDS LTD,"37 Felix Street, Penrose, Auckland",,Chemical & Materials,"general,subprof",New Zealand,Auckland
Pacific Steel Group,"259 James Fletcher Drive PO Box 22 201, Otahuhu Auckland, New Zealand",http://www.pacificsteel.co.nz/,"Civil,General",subprof,New Zealand,Auckland
Envirotech Airconditioning Limited,"20 Bay Vista Drive,Red Beach,Auckland",,Mechatronics,general,New Zealand,Auckland
NEW ZEALAND AERIAL MAPPING LTD,"Corner of Warrent Street and Avenue Road, Hastings 4122,",,Engineering Science,general,New Zealand,Hastings
KJ Panel Beaters,"16A Stock Street,New Lynn,Auckland",,Mechatronics,general,New Zealand,Auckland
UPWARD IINTERNATIONAL CO LTD,"6F-1, 186 Nanking E Rd, Sec 4 Taipei, Taiwan 105, ROC",,Mechatronics,"general,subprof",Taiwan,Taipei
AD & Partners Consulting Engineers Ltd,"4/150 Manukau Rd,Epsom,Auckland",,Civil,"general,subprof",New Zealand,Auckland
PORTS OF AUCKLAND LTD,"Tinley St, Auckland CBD",,Mechatronics,general,New Zealand,Auckland
Siemen Malaysia SDN BHD,"No. 6 Lorong Keluli,1B Kawajan Perindustrlan Bukrt Raja 40000,Shah Alam,Selunjor",http://www.siemens.com.my,Mechatronics,"general,subprof",Malaysia,Selunjor
Jinan Urban Construction Engineering Company Fuzhou,"215 Yuanyang Road,Jin an District,Fuzhou City,Fujian Province",,Civil,subprof,China,Fuzhou
Huainan Mining Group,"1 Middle Rd of Dongshan,Tianjia'an District,Huainan,Anhui",,Civil,general,China,Huainan
Permethene Ltd,"404 Rosebank Rd,Avondale,Auckland",,Civil,subprof,New Zealand,Auckland
Tech Master Limited,"60 Hugo Johnston Drive,Penrose,Auckland 1061",http://www.techcentral.co.nz/,"Electrical & Electronic,Mechanical","general,subprof",New Zealand,Auckland
China Resources Construction Ltd,"5th Floor,Bao Feng Building,1054 baoAn South Road,Shenzhen",,Civil,subprof,China,Shenzhen
Hanmaek Heavy Ind Co Ltd,"254-7Baengmi-ri,Seosin-Myeon,Hwaseong-si,Gyeong gi do",,Civil,"general,subprof",Korea,Gyeonggi-do
IBM Thailand Company,"388 Phaholyothin Road,Samsen Nai,Phayathai,Bangkok 10400",http://www.ibm.com,Software,subprof,Thailand,Bangkok
COASTLINE MARKERS LTD,"8 Paul Matthews Rd, Albany, North Harbour, Auckland",,"Civil,Mechanical","general,subprof",New Zealand,Auckland
HASTINGS DISTRICT COUNCIL,"Corner Heretaunga St East/Warren St South, Hastings",,Mechanical,general,New Zealand,Hastings
Houston Medical (New Zealand Software Corporation),"6 Pembroke Lane,Hamilton,3204",http://www.houstonmedical.net,Software,"general,subprof",New Zealand,Hamilton
Microsoft Imagine Cup Competition,PO Box 37175,http://www.innovise.co.nz,Software,subprof,New Zealand,Auckland
City of Whittlesea Council,"25 Ferres Boulevard South Morang,VIC,Melbourne",,Civil,"general,subprof",Australia,Melbourne
Information Technology Services,"26 Symonds Street,Auckland",http://www.itss.auckland.ac.nz,Software,"general,subprof",New Zealand,Auckland
Salgaocar EngineersPvt Ltd,"1110 New Delhi house,27 Barkhamba Road,New Delhi -110001",,Civil,"general,subprof",India,New Delhi
Hooked on Thinking,"58 Shackleton Rd & 88 Lonely Track Rd,PO Box 96021,Balmoral,Auckland",http://hooked-on-thinking.com,Software,"general,subprof",New Zealand,Auckland
J.C.C.C. Company Limited,"401 Richardson Raod,Mt Roskill,Auckland",,Software,general,New Zealand,Auckland
Lancer Industries Ltd,"99 Central Park Drive
Henderson
Auckland",,Civil,general,New Zealand,Auckland
Unifriend.co.nz Limited,"12 Ellen Ave
Hillcrest
North Shore City
Auckland",http://www.unifriend.co.nz,Software,subprof,New Zealand,Auckland
First Line Hire,"21F Lorien Place
East Tamaki
Auckland",,Software,"general,subprof",New Zealand,Auckland
Maunsell Limited,"47 George St
New Market
Auckland",,Civil,"general,subprof",New Zealand,Auckland
MWH New Zealand Limited,"Level 1, Building C, Millennium Centre
800 Great South Road
Greenlane
Auckland",http://www.mwhglobal.com,Engineering Science,"general,subprof",New Zealand,Auckland
Seven Circle (Bangladesh) Limited,"Landview, 28 Culshan Worth C/A
Gulshan-2, Dhaka
1212",http://www.shunshinggroup.com,Engineering Science,"general,subprof",Bangladesh,Dhaka
Core Laboratories International B.V.,"Sector MN-4 Block 4D,
Mussafah,
UAE",http://corelab.com,Chemical & Materials,general,U.A.E,Mussafah
Hua Ming Metal Products Co. Limited,"Group One, 
Mei Yuan Village
Hang Tou Country
NanHue District, Shanghai",,Chemical & Materials,"general,subprof",China,Shanghai
Shell Exploration & Production Malaysia,"Sarawak Shell Berhad
Min Sarawak",http://sww.shell.com,Chemical & Materials,"general,subprof",Malaysia,Sarawak
Civileer Ltd,"13 Jersey Ave
Mt Albert
Auckland",,Civil,"general,subprof",New Zealand,Auckland
Watcharin Construction,"1492/86 Khukhun Road
A. Muang
Sisaket",,Chemical & Materials,general,Thailand,Sisaket
UPC Technology Corporation,"3 Kung-Yeh 2nd Road
Lin-Yuan
Kaohsiung County 832",http://www.upc.com.tw,Chemical & Materials,general,Taiwan,Kaohsiung
Petra Resources,"Lot 1510, Bendahara Road,
Waterfront Commercial Centre 
98000 Miri Sarawak",http://www.petra.com.my,Engineering Science,"general,subprof",Malaysia,Sarawak
Seven Circle(BD) ltd,"Landview, 28 Gulshan North C\\A, Gulsan-2, Dhaka-1212, Bangladesh",http://www.shunshinggroup.com/,,"general,subprof",Bangladesh,Dhaka
Sarawak Shell Berhad,"Sarawak Shell Berhad
Shell Office, Shell Road,
98100 Lutong, Miri
Sarawak, Malaysia",http://sww.shell.com,Chemical & Materials,"general,subprof",Malaysia,Sarawak
Fairleigh Lodge Ltd,"11 Surrey Cres
Grey Lynn
Auckland",,Civil,general,New Zealand,Auckland
Industrial Services South Auckland,"31 Liverpool Ave
Papatoetoe",,Civil,general,New Zealand,Auckland
Rong Sheng Municipal Engineering Co. Ltd,"226 Fuxin Middle Road
Jinan District
Fuzhou City
Fujian Province",,Civil,general,China,Fuzhou
Guangzhou shenshui Datong Water Co. Ltd,"151 Qianfeng Nan Rd
Shiji
Panyu District
Guangzhou",,Civil,"general,subprof",China,Guangzhou
Thomas Civil Consultants Ltd,"Central 1 Building ,Level one
4 Henderson Valley Rd
Henderson
Auckland",,Civil,subprof,New Zealand,Auckland
Centre of the International Co-operation for Computerization,"JETRO Singapore
16 Raffles Quay
#38-05 Hong Leong Building
Singapore 048581",http://www.cicc.org.sg,Biomedical,general,Singapore,Singapore
Blacktop Construction Limited,"745 Te Rapa Rd
Te Rapa
Hamilton",,Civil,general,New Zealand,Hamilton
Outstretched Photography & Design,"32 Baulcomb Parade
Windsor Park
Auckland",http://www.outstretchedphotography.com,Biomedical,"general,subprof",New Zealand,Auckland
Changzhou Shenshui Chengbei Wastewater Treatment Co .Ltd,"No 8 jiandong Road
Xinbei Region
Changzhou",,Civil,subprof,China,Changzhou
Advanced for Ford And Holden Ltd,"11 Honan Place
Avondale
Auckland",http://www.advancedforford.co.nz,Computer System,general,New Zealand,Auckland
Nexx New Zealand Ltd,"73 Boston Road
Mt Eden",http://www.nexx.co.nz,Computer System,subprof,New Zealand,Auckland
Competech Ltd,"level 1 Vero House
12-14 Northcroft st
Takapuna",http://www.comprehensive.co.nz,Computer System,general,New Zealand,Auckland
Cowi & Partners LLC,"building 4095
Way 1753
Madinat Al Illam",,Civil,subprof,Oman,Madinat Al Illam
Coastal Engineering Ltd,"13 Papakura -Clevedon Road
Clevedon
Auckland",,Civil,general,New Zealand,Auckland
Albert construction Ltd,"3 Half Moon Rise Road
Howick
Auckland",,Civil,general,New Zealand,Auckland
Pacific Aerials Limited,"169 Moore Street, Howick 
Manukau 2014",http://www.pacificaerials.com,Biomedical,general,New Zealand,Auckland
Transpower New Zealand Ltd,"Transpower House, 96 The Terrace, Wellington",,"Engineering Science,Electrical & Electronic","general,subprof",New Zealand,Wellington
"FOXCONN Hon Hai Precision Ind. Co., Ltd","2 Zihyou St
Tucheng City
Taipei
County 236
Taiwan",http://www.foxconn.com,Electrical & Electronic,"general,subprof",Taiwan,Taipei
HICOM TECK SEE MANUFACTURING  SDN BHD,"Lot 76 & 75A, Jalan Sementa 27/91, Section 27,, 40000 Shah Alam, Selangor, Malaysia",http://www.hicomtecksee.com.my,Mechatronics,"general,subprof",Malaysia,Selangor
Underwriters Laboratories International NZ Ltd,"21 Tarndale Grove
Albany
Auckland 0682",http://ul.com,Electrical & Electronic,"general,subprof",New Zealand,Auckland
Powerplants,"10 Wedgewood Road
Hallam 
Victoria
Australia",http://www.powerplants.com.au,Electrical & Electronic,"general,subprof",Australia,Victoria
Konkuk University Korea,"Konkuk University
1 Hwanyang-dong
Gwangjin-gu
Seoul 143-701
Korea",http://www.fdrc.re.kr,Electrical & Electronic,general,Korea,Seoul
Caldwell & Levesque Electrical,"45c Normanby Road, Mt Eden, Auckland",http://www.caldwell-levesqu.co.nz,"Engineering Science,Mechatronics",general,New Zealand,Auckland
Alset Limited,"Unit 6 9 Orbit Drive
Albany
POBox 305475
Triton Plaza",http://www.smartstud.com,Electrical & Electronic,"general,subprof",New Zealand,Auckland
Bunnings Warehouse - Botany,"Cnr Burswood Drive & Ti Rakau Drive
Botany
Auckland 2013",http://www.bunnings.co.nz,Mechanical,general,New Zealand,Auckland
THE UNIVERSITY OF WAIKATO,"Gate 1, Brighton Road, Hamilton",,Electrical & Electronic,subprof,New Zealand,Hamilton
Cana International Co. Limited,"6717 Elizabeth Knox Place
St Johns
Auckland",,Mechanical,"general,subprof",New Zealand,Auckland
CONNELL WAGNER,"139 Carlton Gore Road, Level 4, New Market, Auckland",,Civil,"general,subprof",New Zealand,Auckland
Bell Tea & Coffee Company Ltd,"305 East Tamaki Road, East Tamaki, Auckland",,Mechanical,subprof,New Zealand,Auckland
Checkmate Precision Cutting Tools,"34 Katoro Drive
Eastgate Business Park
Rotorua",http://www.checkmate.co.nz,Electrical & Electronic,"general,subprof",New Zealand,Rotorua
